193912,0
194001,-0.71
194002,0.72
194003,0
194004,0
194005,0
194006,0.71
194007,-0.71
194008,0
194009,0
194010,0
194011,0
194012,0.71
194101,0
194102,0
194103,0.71
194104,0.7
194105,0.7
194106,2.08
194107,0
194108,1.36
194109,1.34
194110,1.32
194111,0.65
194112,0.65
194201,1.29
194202,0.64
194203,1.27
194204,0.63
194205,1.24
194206,0
194207,0.61
194208,0.61
194209,0
194210,1.21
194211,0.6
194212,0.6
194301,0
194302,0
194303,1.78
194304,1.16
194305,0.57
194306,0
194307,-0.57
194308,-0.57
194309,0.58
194310,0
194311,0
194312,0
194401,0
194402,0
194403,0
194404,0.57
194405,0
194406,0.57
194407,0.57
194408,0
194409,0
194410,0
194411,0
194412,0.56
194501,0
194502,0
194503,0
194504,0
194505,0.56
194506,1.12
194507,0
194508,0
194509,0
194510,0
194511,0
194512,0.55
194601,0
194602,-0.55
194603,1.1
194604,0.55
194605,0.54
194606,1.08
194607,5.88
194608,2.02
194609,0.99
194610,1.96
194611,2.4
194612,0.94
194701,0
194702,0
194703,1.86
194704,0
194705,0
194706,0.46
194707,0.91
194708,1.35
194709,2.22
194710,0
194711,0.43
194712,1.3
194801,1.28
194802,-0.84
194803,-0.43
194804,1.71
194805,0.42
194806,0.84
194807,1.24
194808,0.41
194809,0
194810,-0.41
194811,-0.82
194812,-0.41
194901,-0.41
194902,-0.83
194903,0
194904,0.42
194905,-0.42
194906,0.42
194907,-0.84
194908,0.42
194909,0.42
194910,-0.84
194911,0.42
194912,-0.84
195001,-0.42
195002,0
195003,0.43
195004,0
195005,0.42
195006,0.42
195007,1.26
195008,0.83
195009,0.41
195010,0.82
195011,0.41
195012,1.21
195101,1.6
195102,1.18
195103,0.39
195104,0
195105,0.39
195106,0
195107,0
195108,0
195109,0.77
195110,0.38
195111,0.76
195112,0.38
195201,0
195202,-0.75
195203,0
195204,0.38
195205,0
195206,0.38
195207,0.75
195208,0
195209,0
195210,0
195211,0
195212,0
195301,-0.37
195302,-0.38
195303,0.38
195304,0
195305,0.38
195306,0.37
195307,0
195308,0.37
195309,0
195310,0.37
195311,-0.37
195312,0
195401,0
195402,0
195403,0
195404,-0.37
195405,0.37
195406,0
195407,0
195408,0
195409,-0.37
195410,0
195411,0
195412,-0.37
195501,0
195502,0
195503,0
195504,0
195505,0
195506,0
195507,0.37
195508,0
195509,0.37
195510,0
195511,0
195512,-0.37
195601,0
195602,0
195603,0
195604,0.37
195605,0.37
195606,0.74
195607,0.74
195608,-0.36
195609,0.37
195610,0.36
195611,0
195612,0.36
195701,0
195702,0.36
195703,0.36
195704,0.36
195705,0.36
195706,0.36
195707,0.71
195708,0
195709,0
195710,0
195711,0.35
195712,0
195801,0.7
195802,0
195803,0.7
195804,0.35
195805,0
195806,0
195807,0.35
195808,-0.34
195809,0
195810,0
195811,0.35
195812,-0.34
195901,0.35
195902,-0.34
195903,0
195904,0.35
195905,0
195906,0.34
195907,0.34
195908,0
195909,0.34
195910,0.34
195911,0
195912,0
196001,-0.34
196002,0.34
196003,0
196004,0.34
196005,0
196006,0.34
196007,0
196008,0
196009,0
196010,0.68
196011,0
196012,0
196101,0
196102,0
196103,0
196104,0
196105,0
196106,0
196107,0.67
196108,-0.33
196109,0.33
196110,0
196111,0
196112,0
196201,0
196202,0.33
196203,0
196204,0.33
196205,0
196206,0
196207,0.33
196208,0
196209,0.33
196210,0
196211,0
196212,0
196301,0
196302,0
196303,0.33
196304,0
196305,0
196306,0.33
196307,0.33
196308,0
196309,0
196310,0.33
196311,0
196312,0.32
196401,0
196402,0
196403,0
196404,0
196405,0
196406,0.32
196407,0.32
196408,-0.32
196409,0.32
196410,0
196411,0.32
196412,0
196501,0
196502,0
196503,0.32
196504,0.32
196505,0
196506,0.64
196507,0
196508,0
196509,0
196510,0.32
196511,0
196512,0.32
196601,0
196602,0.63
196603,0.31
196604,0.62
196605,0
196606,0.31
196607,0.31
196608,0.62
196609,0
196610,0.61
196611,0
196612,0
196701,0
196702,0
196703,0.3
196704,0.3
196705,0.3
196706,0.3
196707,0.3
196708,0.3
196709,0.3
196710,0.3
196711,0.3
196712,0.3
196801,0.59
196802,0.29
196803,0.29
196804,0.29
196805,0.29
196806,0.58
196807,0.58
196808,0.29
196809,0.29
196810,0.57
196811,0.28
196812,0.28
196901,0.28
196902,0.56
196903,0.84
196904,0.55
196905,0.28
196906,0.55
196907,0.55
196908,0.54
196909,0.27
196910,0.54
196911,0.54
196912,0.53
197001,0.27
197002,0.53
197003,0.53
197004,0.79
197005,0.26
197006,0.52
197007,0.52
197008,0
197009,0.51
197010,0.51
197011,0.51
197012,0.51
197101,0
197102,0.25
197103,0.25
197104,0.25
197105,0.5
197106,0.74
197107,0.25
197108,0.25
197109,0
197110,0.25
197111,0
197112,0.49
197201,0
197202,0.49
197203,0.24
197204,0.24
197205,0.24
197206,0.24
197207,0.48
197208,0.24
197209,0.24
197210,0.48
197211,0.24
197212,0.24
197301,0.24
197302,0.7
197303,0.93
197304,0.69
197305,0.69
197306,0.68
197307,0.23
197308,1.81
197309,0.22
197310,0.88
197311,0.66
197312,0.65
197401,0.87
197402,1.29
197403,1.27
197404,0.42
197405,1.25
197406,0.82
197407,0.82
197408,1.21
197409,1.2
197410,0.99
197411,0.78
197412,0.78
197501,0.39
197502,0.77
197503,0.38
197504,0.38
197505,0.57
197506,0.75
197507,1.12
197508,0.18
197509,0.55
197510,0.55
197511,0.73
197512,0.36
197601,0.18
197602,0.36
197603,0.18
197604,0.36
197605,0.71
197606,0.53
197607,0.53
197608,0.53
197609,0.35
197610,0.52
197611,0.17
197612,0.34
197701,0.52
197702,1.03
197703,0.68
197704,0.84
197705,0.5
197706,0.66
197707,0.49
197708,0.33
197709,0.33
197710,0.33
197711,0.49
197712,0.32
197801,0.64
197802,0.64
197803,0.79
197804,0.79
197805,0.94
197806,1.09
197807,0.77
197808,0.46
197809,0.76
197810,0.9
197811,0.45
197812,0.45
197901,0.89
197902,1.17
197903,1.01
197904,1.15
197905,1.27
197906,1.12
197907,1.11
197908,0.96
197909,1.08
197910,0.8
197911,0.93
197912,1.05
198001,1.43
198002,1.41
198003,1.52
198004,1.12
198005,0.99
198006,1.1
198007,0
198008,0.73
198009,0.84
198010,0.95
198011,0.83
198012,0.94
198101,0.81
198102,1.03
198103,0.68
198104,0.68
198105,0.79
198106,0.89
198107,1.1
198108,0.76
198109,0.98
198110,0.21
198111,0.32
198112,0.32
198201,0.32
198202,0.32
198203,-0.11
198204,0.42
198205,0.95
198206,1.25
198207,0.52
198208,0.21
198209,0.2
198210,0.31
198211,-0.2
198212,-0.41
198301,0.2
198302,0.1
198303,0
198304,0.72
198305,0.61
198306,0.3
198307,0.4
198308,0.3
198309,0.5
198310,0.3
198311,0.2
198312,0.1
198401,0.59
198402,0.49
198403,0.2
198404,0.49
198405,0.29
198406,0.29
198407,0.39
198408,0.38
198409,0.48
198410,0.29
198411,0
198412,0
198501,0.19
198502,0.47
198503,0.38
198504,0.47
198505,0.37
198506,0.28
198507,0.19
198508,0.19
198509,0.28
198510,0.37
198511,0.28
198512,0.28
198601,0.27
198602,-0.27
198603,-0.46
198604,-0.18
198605,0.28
198606,0.55
198607,0
198608,0.18
198609,0.46
198610,0.09
198611,0.09
198612,0.09
198701,0.63
198702,0.36
198703,0.45
198704,0.54
198705,0.35
198706,0.35
198707,0.26
198708,0.53
198709,0.52
198710,0.26
198711,0.09
198712,0
198801,0.26
198802,0.26
198803,0.43
198804,0.52
198805,0.34
198806,0.43
198807,0.42
198808,0.42
198809,0.67
198810,0.33
198811,0.08
198812,0.17
198901,0.5
198902,0.41
198903,0.58
198904,0.65
198905,0.57
198906,0.24
198907,0.24
198908,0.16
198909,0.32
198910,0.48
198911,0.24
198912,0.16
199001,1.03
199002,0.47
199003,0.55
199004,0.16
199005,0.23
199006,0.54
199007,0.38
199008,0.92
199009,0.84
199010,0.6
199011,0.22
199012,0
199101,0.6
199102,0.15
199103,0.15
199104,0.15
199105,0.3
199106,0.29
199107,0.15
199108,0.29
199109,0.44
199110,0.15
199111,0.29
199112,0.07
199201,0.15
199202,0.36
199203,0.51
199204,0.14
199205,0.14
199206,0.36
199207,0.21
199208,0.28
199209,0.28
199210,0.35
199211,0.14
199212,-0.07
199301,0.49
199302,0.35
199303,0.35
199304,0.28
199305,0.14
199306,0.14
199307,0
199308,0.28
199309,0.21
199310,0.41
199311,0.07
199312,0
199401,0.27
199402,0.34
199403,0.34
199404,0.14
199405,0.07
199406,0.34
199407,0.27
199408,0.4
199409,0.27
199410,0.07
199411,0.13
199412,0
199501,0.4
199502,0.4
199503,0.33
199504,0.33
199505,0.2
199506,0.2
199507,0
199508,0.26
199509,0.2
199510,0.33
199511,-0.07
199512,-0.07
199601,0.59
199602,0.32
199603,0.52
199604,0.39
199605,0.19
199606,0.06
199607,0.19
199608,0.19
199609,0.32
199610,0.32
199611,0.19
199612,0
199701,0.32
199702,0.31
199703,0.25
199704,0.13
199705,-0.06
199706,0.12
199707,0.12
199708,0.19
199709,0.25
199710,0.25
199711,-0.06
199712,-0.12
199801,0.19
199802,0.19
199803,0.19
199804,0.18
199805,0.18
199806,0.12
199807,0.12
199808,0.12
199809,0.12
199810,0.24
199811,0
199812,-0.06
199901,0.24
199902,0.12
199903,0.3
199904,0.73
199905,0
199906,0
199907,0.3
199908,0.24
199909,0.48
199910,0.18
199911,0.06
199912,0
200001,0.3
200002,0.59
200003,0.82
200004,0.06
200005,0.12
200006,0.52
200007,0.23
200008,0
200009,0.52
200010,0.17
200011,0.06
200012,-0.06
200101,0.63
200102,0.4
200103,0.23
200104,0.4
200105,0.45
200106,0.17
200107,-0.28
200108,0
200109,0.45
200110,-0.34
200111,-0.17
200112,-0.39
200201,0.23
200202,0.4
200203,0.56
200204,0.56
200205,0
200206,0.06
200207,0.11
200208,0.33
200209,0.17
200210,0.17
200211,0
200212,-0.22
200301,0.44
200302,0.77
200303,0.6
200304,-0.22
200305,-0.16
200306,0.11
200307,0.11
200308,0.38
200309,0.33
200310,-0.11
200311,-0.27
200312,-0.11
200401,0.49
200402,0.54
200403,0.64
200404,0.32
200405,0.59
200406,0.32
200407,-0.16
200408,0.05
200409,0.21
200410,0.53
200411,0.05
200412,-0.37
200501,0.21
200502,0.58
200503,0.78
200504,0.67
200505,-0.1
200506,0.05
200507,0.46
200508,0.51
200509,1.22
200510,0.2
200511,-0.8
200512,-0.4
200601,0.76
200602,0.2
200603,0.55
200604,0.85
200605,0.5
200606,0.2
200607,0.3
200608,0.2
200609,-0.49
200610,-0.54
200611,-0.15
200612,0.15
200701,0.31
200702,0.54
200703,0.91
200704,0.65
200705,0.61
200706,0.19
200707,-0.03
200708,-0.18
200709,0.28
200710,0.21
200711,0.59
200712,-0.07
200801,0.5
200802,0.29
200803,0.87
200804,0.61
200805,0.84
200806,1.01
200807,0.53
200808,-0.4
200809,-0.14
200810,-1.01
200811,-1.92
200812,-1.03
200901,0.44
200902,0.5
200903,0.24
200904,0.25
200905,0.29
200906,0.86
200907,-0.16
200908,0.22
200909,0.06
200910,0.1
200911,0.07
200912,-0.18
201001,0.34
201002,0.02
201003,0.41
201004,0.17
201005,0.08
201006,-0.1
201007,0.02
201008,0.14
201009,0.06
201010,0.12
201011,0.04
201012,0.17
201101,0.48
201102,0.49
201103,0.98
201104,0.64
201105,0.47
201106,-0.11
201107,0.09
201108,0.28
201109,0.15
201110,-0.21
201111,-0.08
201112,-0.25
201201,0.44
201202,0.44
201203,0.76
201204,0.3
201205,-0.12
201206,-0.15
201207,-0.16
201208,0.56
201209,0.45
201210,-0.04
201211,-0.47
201212,-0.27
201301,0.3
201302,0.82
201303,0.26
201304,-0.1
201305,0.18
201306,0.24
201307,0.04
201308,0.12
201309,0.12
201310,-0.26
201311,-0.2
201312,-0.01
201401,0.37
201402,0.37
201403,0.64
201404,0.33
201405,0.35
201406,0.19
201407,-0.04
201408,-0.17
201409,0.08
201410,-0.25
201411,-0.54
201412,-0.57
201501,-0.47
201502,0.43
201503,0.6
201504,0.2
201505,0.51
201506,0.35
201507,0.01
201508,-0.14
201509,-0.16
201510,-0.04
201511,-0.21
201512,-0.34
201601,0.17
201602,0.08
201603,0.43
201604,0.47
201605,0.4
201606,0.33
201607,-0.16
201608,0.09
201609,0.24
201610,0.12
201611,-0.16
201612,0.03
201701,0.58
201702,0.31
201703,0.08
201704,0.3
201705,0.09
201706,0.09
201707,-0.07
201708,0.3
201709,0.53
201710,-0.06
201711,0
201712,-0.06
201801,0.54
201802,0.45
201803,0.23
201804,0.4
201805,0.42
201806,0.16
201807,0.01
201808,0.06
201809,0.12
201810,0.18
201811,-0.33
201812,-0.32
201901,0.19
201902,0.42
201903,0.56
201904,0.53
201905,0.21
201906,0.02
201907,0.17
201908,-0.01
201909,0.08
201910,0.23
201911,-0.05
201912,-0.09
202001,0.39
202002,0.27
202003,-0.22
202004,-0.67
202005,0
202006,0.55